algorithm,candidate,closure_accepted_flips,closure_attempts,instance,joint_cost,joint_ev_routes,joint_routes,repack_cost,repack_ev_routes,repack_feasible,repack_routes,run_id,scale,seed
ALNS_T3,trial1:depot_group_shuffle_order,4,35,L-main-threeshift-20c-01,1450.3813273224696,5,7,1599.5663348205553,1,True,7,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial2:current_order,4,30,L-main-threeshift-20c-01,1153.0189693450504,5,6,1282.3846775524203,1,True,6,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial2:two_opt_order,5,42,L-main-threeshift-20c-01,1307.0402017617675,6,7,1457.920294287287,1,True,7,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial2:double_bridge_order,4,35,L-main-threeshift-20c-01,1570.7305776182168,5,7,1654.8558326843697,1,True,7,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial2:depot_group_shuffle_order,6,56,L-main-threeshift-20c-01,1429.5852432101424,7,8,1637.4141022363137,1,True,8,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial3:current_order,4,30,L-main-threeshift-20c-01,1153.0189693450504,5,6,1282.3846775524203,1,True,6,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial3:two_opt_order,5,42,L-main-threeshift-20c-01,1425.4876521832275,6,7,1602.4290992178503,1,True,7,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial3:double_bridge_order,4,35,L-main-threeshift-20c-01,1570.7305776182168,5,7,1654.8558326843697,1,True,7,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial3:depot_group_shuffle_order,6,56,L-main-threeshift-20c-01,1429.5852432101424,7,8,1637.4141022363137,1,True,8,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial4:current_order,4,30,L-main-threeshift-20c-01,1153.0189693450504,5,6,1282.3846775524203,1,True,6,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial4:two_opt_order,5,42,L-main-threeshift-20c-01,1368.1688774524173,6,7,1547.0511832893542,1,True,7,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial4:double_bridge_order,4,35,L-main-threeshift-20c-01,1570.7305776182168,5,7,1654.8558326843697,1,True,7,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
ALNS_T3,trial4:depot_group_shuffle_order,6,56,L-main-threeshift-20c-01,1429.5852432101424,7,8,1637.4141022363137,1,True,8,small__L-main-threeshift-20c-01__ALNS_T3__seed3,small,3
LNS,trial1:current_order,3,24,L-main-threeshift-20c-01,1200.2551469360028,4,6,1304.1500659882686,1,True,6,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial1:two_opt_order,3,28,L-main-threeshift-20c-01,1658.2925935488636,4,7,1799.3639520369502,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial1:double_bridge_order,4,35,L-main-threeshift-20c-01,1418.2015368204904,5,7,1571.5398631960957,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial1:depot_group_shuffle_order,4,40,L-main-threeshift-20c-01,1497.4229584775599,5,8,1604.4140318679547,1,True,8,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial2:current_order,3,24,L-main-threeshift-20c-01,1200.2551469360028,4,6,1304.1500659882686,1,True,6,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial2:two_opt_order,5,42,L-main-threeshift-20c-01,1446.389586322654,6,7,1666.7538149866912,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial2:double_bridge_order,4,35,L-main-threeshift-20c-01,1418.2015368204904,5,7,1571.5398631960957,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial2:depot_group_shuffle_order,3,28,L-main-threeshift-20c-01,1441.5051539155925,4,7,1538.4575000731984,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial3:current_order,3,24,L-main-threeshift-20c-01,1200.2551469360028,4,6,1304.1500659882686,1,True,6,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial3:two_opt_order,4,35,L-main-threeshift-20c-01,1649.888226439667,5,7,1829.1731453233676,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial3:double_bridge_order,4,35,L-main-threeshift-20c-01,1418.2015368204904,5,7,1571.5398631960957,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial3:depot_group_shuffle_order,3,28,L-main-threeshift-20c-01,1441.5051539155925,4,7,1538.4575000731984,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial4:current_order,3,24,L-main-threeshift-20c-01,1200.2551469360028,4,6,1304.1500659882686,1,True,6,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial4:two_opt_order,3,28,L-main-threeshift-20c-01,1441.1485532534027,4,7,1538.0479683574006,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial4:double_bridge_order,4,35,L-main-threeshift-20c-01,1418.2015368204904,5,7,1571.5398631960957,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
LNS,trial4:depot_group_shuffle_order,3,28,L-main-threeshift-20c-01,1441.5051539155925,4,7,1538.4575000731984,1,True,7,small__L-main-threeshift-20c-01__LNS__seed3,small,3
SA,trial1:current_order,5,42,L-main-threeshift-20c-01,1642.718338796832,6,7,1910.9616580484696,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial1:two_opt_order,5,48,L-main-threeshift-20c-01,2081.6966813787876,5,8,2320.657857647938,0,True,8,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial1:double_bridge_order,4,35,L-main-threeshift-20c-01,1610.362875498457,5,7,1824.2840124034838,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial1:depot_group_shuffle_order,6,49,L-main-threeshift-20c-01,1647.594559992737,6,7,1931.0544418749464,0,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial2:current_order,5,42,L-main-threeshift-20c-01,1642.718338796832,6,7,1910.9616580484696,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial2:two_opt_order,3,32,L-main-threeshift-20c-01,2042.5346167027258,4,8,2162.5456718614464,1,True,8,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial2:double_bridge_order,4,35,L-main-threeshift-20c-01,1610.362875498457,5,7,1824.2840124034838,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial2:depot_group_shuffle_order,5,42,L-main-threeshift-20c-01,1642.718338796832,6,7,1910.9616580484696,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial3:current_order,5,42,L-main-threeshift-20c-01,1642.718338796832,6,7,1910.9616580484696,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial3:two_opt_order,3,28,L-main-threeshift-20c-01,2005.274035284517,4,7,2161.183963232327,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial3:double_bridge_order,4,35,L-main-threeshift-20c-01,1610.362875498457,5,7,1824.2840124034838,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial3:depot_group_shuffle_order,5,42,L-main-threeshift-20c-01,1642.718338796832,6,7,1910.9616580484696,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial4:current_order,5,42,L-main-threeshift-20c-01,1642.718338796832,6,7,1910.9616580484696,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial4:two_opt_order,4,35,L-main-threeshift-20c-01,1663.9261098424058,5,7,1863.4364718304728,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial4:double_bridge_order,4,35,L-main-threeshift-20c-01,1610.362875498457,5,7,1824.2840124034838,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
SA,trial4:depot_group_shuffle_order,5,42,L-main-threeshift-20c-01,1642.718338796832,6,7,1910.9616580484696,1,True,7,small__L-main-threeshift-20c-01__SA__seed3,small,3
ALNS_T3,trial1:current_order,11,192,L-main-threeshift-50c-01,2639.605797080494,12,16,2925.0042535720327,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial1:two_opt_order,10,176,L-main-threeshift-50c-01,3064.878809063988,10,16,3418.6666521003444,0,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial1:double_bridge_order,12,221,L-main-threeshift-50c-01,2815.512549474682,13,17,3127.2502224703235,1,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial1:depot_group_shuffle_order,12,208,L-main-threeshift-50c-01,2822.5164090626868,12,16,3161.5566586552764,0,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial2:current_order,11,192,L-main-threeshift-50c-01,2639.605797080494,12,16,2925.0042535720327,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial2:two_opt_order,14,255,L-main-threeshift-50c-01,2776.2973832825633,15,17,3182.648212946762,1,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial2:double_bridge_order,12,221,L-main-threeshift-50c-01,2815.512549474682,13,17,3127.2502224703235,1,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial2:depot_group_shuffle_order,12,221,L-main-threeshift-50c-01,2901.505122998415,13,17,3240.5453725910056,1,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial3:current_order,11,192,L-main-threeshift-50c-01,2639.605797080494,12,16,2925.0042535720327,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial3:two_opt_order,7,120,L-main-threeshift-50c-01,3607.9131351344276,8,15,3880.3772713114367,1,True,15,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial3:double_bridge_order,12,221,L-main-threeshift-50c-01,2815.512549474682,13,17,3127.2502224703235,1,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial3:depot_group_shuffle_order,12,221,L-main-threeshift-50c-01,2901.505122998415,13,17,3240.5453725910056,1,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial4:current_order,11,192,L-main-threeshift-50c-01,2639.605797080494,12,16,2925.0042535720327,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial4:two_opt_order,11,180,L-main-threeshift-50c-01,3190.8154647550837,11,15,3674.6580275581,0,True,15,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial4:double_bridge_order,12,221,L-main-threeshift-50c-01,2815.512549474682,13,17,3127.2502224703235,1,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
ALNS_T3,trial4:depot_group_shuffle_order,12,221,L-main-threeshift-50c-01,2901.505122998415,13,17,3240.5453725910056,1,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed2,medium,2
LNS,trial1:current_order,13,238,L-main-threeshift-50c-01,2870.32091571241,14,17,3261.3073360036137,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial1:two_opt_order,14,255,L-main-threeshift-50c-01,3117.319356245489,15,17,3643.7294396419006,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial1:double_bridge_order,12,221,L-main-threeshift-50c-01,2849.042118851412,13,17,3171.9156367342152,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial1:depot_group_shuffle_order,9,160,L-main-threeshift-50c-01,3265.142350636837,9,16,3538.048952572848,0,True,16,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial2:current_order,13,238,L-main-threeshift-50c-01,2870.32091571241,14,17,3261.3073360036137,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial2:two_opt_order,12,221,L-main-threeshift-50c-01,3019.3641591016135,13,17,3375.772091695173,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial2:double_bridge_order,12,221,L-main-threeshift-50c-01,2849.042118851412,13,17,3171.9156367342152,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial2:depot_group_shuffle_order,14,270,L-main-threeshift-50c-01,3160.5426040755983,15,18,3592.6657984457706,1,True,18,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial3:current_order,13,238,L-main-threeshift-50c-01,2870.32091571241,14,17,3261.3073360036137,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial3:two_opt_order,10,176,L-main-threeshift-50c-01,3647.8000485951648,11,16,4070.7288574688328,1,True,16,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial3:double_bridge_order,12,221,L-main-threeshift-50c-01,2849.042118851412,13,17,3171.9156367342152,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial3:depot_group_shuffle_order,14,270,L-main-threeshift-50c-01,3160.5426040755983,15,18,3592.6657984457706,1,True,18,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial4:current_order,13,238,L-main-threeshift-50c-01,2870.32091571241,14,17,3261.3073360036137,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial4:two_opt_order,12,208,L-main-threeshift-50c-01,3449.382925205419,13,16,4033.1183387416295,1,True,16,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial4:double_bridge_order,12,221,L-main-threeshift-50c-01,2849.042118851412,13,17,3171.9156367342152,1,True,17,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
LNS,trial4:depot_group_shuffle_order,14,270,L-main-threeshift-50c-01,3160.5426040755983,15,18,3592.6657984457706,1,True,18,medium__L-main-threeshift-50c-01__LNS__seed2,medium,2
SA,trial1:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial1:two_opt_order,8,144,L-main-threeshift-50c-01,4229.572071630801,8,16,4586.0767409537375,0,True,16,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial1:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial1:depot_group_shuffle_order,8,135,L-main-threeshift-50c-01,3614.5566726071356,8,15,3975.5331396697884,0,True,15,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial2:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial2:two_opt_order,9,160,L-main-threeshift-50c-01,3945.3540551448755,9,16,4360.869508581184,0,True,16,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial2:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial2:depot_group_shuffle_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial3:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial3:two_opt_order,6,112,L-main-threeshift-50c-01,4726.348892686666,6,16,5044.067548846747,0,True,16,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial3:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial3:depot_group_shuffle_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial4:current_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial4:two_opt_order,10,176,L-main-threeshift-50c-01,4322.102271410755,10,16,4841.381847675913,0,True,16,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial4:double_bridge_order,8,144,L-main-threeshift-50c-01,3974.5650040538744,8,16,4325.58187043916,0,True,16,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
SA,trial4:depot_group_shuffle_order,7,120,L-main-threeshift-50c-01,3802.7590944361573,7,15,4102.07628451202,0,True,15,medium__L-main-threeshift-50c-01__SA__seed2,medium,2
ALNS_T3,trial1:current_order,10,165,L-main-threeshift-50c-01,2537.7945856212655,11,15,2810.1839824824715,1,True,15,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial1:two_opt_order,11,192,L-main-threeshift-50c-01,2901.21012806754,12,16,3268.3284844870177,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial1:double_bridge_order,11,192,L-main-threeshift-50c-01,2665.0296449708326,12,16,2954.630347265376,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial1:depot_group_shuffle_order,12,221,L-main-threeshift-50c-01,3084.1486106949283,12,17,3412.808422720116,0,True,17,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial2:current_order,10,165,L-main-threeshift-50c-01,2537.7945856212655,11,15,2810.1839824824715,1,True,15,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
ALNS_T3,trial2:two_opt_order,9,160,L-main-threeshift-50c-01,3347.2399085806296,10,16,3684.650790269432,1,True,16,medium__L-main-threeshift-50c-01__ALNS_T3__seed3,medium,3
